tweet;;;;;;;;;;;;;;;;;;;;;;;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
Yang demo jangan lupa corona masih ada selalu pakai maskernya #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
AYO LAWAN COVID-19  #pakaimasker  #jagajarak  https://t.co/YD3g5AJe7L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#StayHealthy  #pakaimasker  https://t.co/MEyu8FJ8TR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masker ku menyelamatkan mu, Masker mu menyelamatkan ku #pakaimasker #jagajarak #rajincucitangan #staysafe  https://t.co/veV3t6JYtF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Waduh malah tambah rumit ya, seharusnya tunggu saja jangan sampai menimbulkan masalah yang baru. Gak takut ya ada kluster baru. #ikutprotokolkesehatan #hindarikerumunan #cucitanganpakaisabun #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo #pakaimasker dan lakukan SEMUA tindakan pencegahan untuk bantu mematahkan rantai penularan #COVID19 di #Indonesia!  https://t.co/K4oKLt2NLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Siap2 cluster demo #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu patuhi protokol kesehatan demi kesehatan kita bersama 🙏 #demenmancingbali #pakaimasker  #pakaimaskerjagajarak  https://t.co/FpgTE1TKP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Menunggu... #pakaimasker  #jagajarak  https://t.co/uvKjVKV9cH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Untuk kamu yang besok akan melakukan aksi, jangan lupa #pakaimasker dan tetap saling jaga.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selamat mlm selamat beristirahat cek kunci pintu &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakai masker itu penting di masa Pandemi Covid19  #dirumahaja  #pakaimasker  https://t.co/naaPF9yZXe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu gunakan masker kalau keluar rumah cegah covid 19 #pakaimasker  https://t.co/gOxvIDVRt2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Tidak hanya pilih masker yg tepat, #PakaiMasker jg harus dgn cara tepat: menutup seluruh area hidung, mulut &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Safeway #covid_19 #safety #safetyfirst #safetravels #safeforus #influencer #mask #maske #pakaimaskermu😷😷😷 #pakaimasker #jagajarak #insagram #instastory #instastyle #selfie #glasses #loveyourself  https://t.co/iVnDf4ISHh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sekedar mengingatkan saja sebagai tugas manusia di bumi. Apapun yang terjadi, kita harus siap dalam waktu dekat. #dirumahaja #FixEnak #pakaimasker #pakaimaskerjagajarak #pakaimaskeruntuksemua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masih adakah yang bilang COVID sudah berakhir, bahkan tak percaya?? Yuk melek informasi. Urusan ada yg mau percaya atau tidak, menjaga diri tak pernah membuat kita rugi 😊  Tetap #pakaimasker #pakaimaskerjagajarak  #JagaJarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jadi untuk saat ini lebih baik mencegah daripada mengobati. #PakaiMasker#JagaJarak#CuciTangan#DiRumahAja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
sosialisasi nya gencar banget  pakai masker jaga jarak eh kok tiba tiba acara nikahan udah dibolehin @kurawa #pakaimasker #JagaJarak #cucitanganpakaisabun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'kurawa', 'name': 'Rudi Valinka', 'id': '46651600'}];;;;
#PakaiMasker jd salah satu cara ampuh utk pts mata rantai penularan #COVID19. Tetapi hrs menggunakan masker sesuai rekomendasi WHO di  https://t.co/sftngZJNHR bc selengkapnya petunjuk cr menggunakan masker di  https://t.co/gENcJbiWLV #ridwankamil #pplhiupdate #JabarTanggapCovid19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Lama-lama terbiasa juga. #masker #tetapmasker #pakaimasker  https://t.co/b8lDMbjs8F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Aku tuh sedang tersenyum sama kamu, kamu tahu gak sih. Pakai masker bikin ga keliatan senyum apa nggak ☺️ #adjatwiratma #ayopakemasker #pakaimasker #manamaskermu #inimaskerenku #lawancorona  https://t.co/ZU6qdx30Za;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Dan.... MASKER LEBIH BAGUS DARI VAKSIN untuk menekan angka positif COVID19.   #PakaiMasker #JagaJarak #JagaDiri  https://t.co/0XVy3SS5zW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ingat Pesan Ibu #pakaimasker  #hindarikerumunan  #hindarikeramaian  #jagajarak  #cucitanganmupakesabun #jagakeluargamu  https://t.co/4elYplrVUF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sekarang jamannya pakai masker,  jadi jangan malu ya pakai masker,  justru malulah karena tidak memakai masker,  mau sehat pakai masker.  #lawancovid19  #pakaimasker #jagajarak  #cucitangan  https://t.co/r0bqNKbvKe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Maskerku melindungimu Maskermu melindungiku #pakaimasker  #military  #militarypilot  #indonesianpilot  #helicopter  #helipilot  #militerudara  #airforcepilot  #tniau  https://t.co/ALqBnQfove;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
3. Selalu pakai masker menutupi hidung, mulut hingga dagu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cegah Penyebaran Virus Covid-19 dengan tetap memakai Masker.  #Pakaimasker. #Cegahcovid19 #Kesehatapulihekonomibangkit.  https://t.co/G4lvzgFTyN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Gimana, masih merasa pasti tidak akan tertular? Tidak ada yang benar-benar aman dari penularan #COVID19  Karena itu lakukan yang kamu bisa: #PakaiMasker  #JagaJarak #DiRumahAja #MencuciTangan  https://t.co/gNGVN5dpaR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@NajwaShihab @MataNajwa  Semoga paham... Bukan saat salah menyalahkan...  Tapi kesadaran kita warga untuk... Disiplin #pakaimasker #JagaJarak #cucitangan  Mau tidak ada lonjakan gampang,  STOP testing... Pasti tidak ada lonjakan...  https://t.co/LC0qPh4Nu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#pakaimasker  jangan lupa,pake masker 👍  https://t.co/Nzp7GVp8GA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ngeri! Pakai Masker Scuba Ternyata Bahaya, Buang Jauh-jauh -  https://t.co/6Hgvp7l07k #pakaimasker #JagaJarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Leader must bring message. If they don't have a message, they see not true leaders.  #HariBatikNasional  #pakaimasker  https://t.co/6ialaaz9S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ibaratnya masker itu investasi jangka panjang buat kecantikan dan kesehatan kulitmu dear.   Order: klik link di bio ya  #masker #MaskerOrganik #MaskerWajah #pakaimasker #skincareroutine  https://t.co/3oLX1Bogg4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Makanya kalau tidak mau hiu jadi korban, ayo pake masker dan sering cuci tangan #pakaimasker #pakaimaskerjagajarak #saveshark #jagakesehatanjaga3m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pakai masker yang bener. Percuma kalo cuma asal nemplok. Rentan kecipratan ludah dan menciprati orang juga. Gitu. #pakaimasker #jagajarak  https://t.co/BimpKkBFid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #pakaimasker #NewProfilePic  https://t.co/JPl0Ho3hCV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan Lupa Pakai Masker  Let's Stop COVID-19 - Memakai Masker - Mencuci Tangan - Menjaga Jarak  Stay Safe Stay Healthy  #chemistrybimbel  #bimbelpamulang  #calistungpamulang  #lesprivatpamulang  #pakaimasker  https://t.co/8XqAIbOW3i;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan Llupa pakai masker ya teman-teman #PakaiMasker  https://t.co/QuvCzVCpuB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
"BACOTNYA mau ""MENYELAMATKAN BANGSA"", selamatkan lah dulu lah dari Pandemi Covid... #indonesiasehat  #pakaimasker  #JagaJarak  #cucitangan  #BESMARTBESAFE  https://t.co/gDl2nozpGX";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sadarkah kalian? pada pandemi saat ini kebanyakan sekarang para pengendara motor lebih taat menggunakan masker atau apd daripada helm. Alasannya sih, jatuh ke aspal lebih seru. Dijenguk teman atau keluarga dapat salam-salam berhadiah, dikasih buah. Kalau korana, gak. #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Saat bertahan hidup tidak lagi hanya tentang materi, tetapi juga pandemi.  #PakaiMasker  https://t.co/6JxXzX7tTY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Indonesia makin parah Covid-19, #pakaimasker #adaptasikebiasaanbaru;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Egois itu.. saat orang lain sudah berkorban waktu, tenaga dan harta tapi kamu pakai masker saja masih susah hanya karena rasa tidak nyaman  #sabar #bersyukur #semangat #pakaimasker #jagajarak  https://t.co/74TdNq7UPK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kamu enggak mau kan diikuti terus makhluk seperti ini gara-gara tidak pakai masker yang benar? 😅 Jadi, selalu pakai masker dengan benar ya  #SinarMas #pakaimasker #masker  https://t.co/CFqQwEYVIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Amun kita bejalan, ingat yoh #pakaimasker , sekalian jua ingat jalan pulang, bini ada di rumah, jangan sampai salah jalan pulang..😁  #janganlupangopi  https://t.co/plzeYYH0Mv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo Pakai Masker dan Jaga Jarak .  .  #protokolkesehatan #cucitangan #pakaimasker #jagajarak @divhumaspolri  https://t.co/uTXkxP6B3A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Maaf ya, nggak pakai masker terpaksa saya tolak masuk rumah 🙏🧐🤨🇮🇩 jaga diri jaga keluarga untuk #IndonesiaBahagia #PakaiMasker jangan tersinggung jangan sakit hati demi aku, kamu, mereka dan kita semua 🤗;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Yukkk! Yang cntip n gmtenk lebih disiplin lagi pake maskernya yaa.. Mencegah lebih baik daripada mengobati guys💛  @Rara_Raudah #StaySafe #stayathome #PakaiMasker #JagaJarak #cucitanganpakaisabun  https://t.co/F6yxow4QzO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Gueh suka jengkel liat orang yg ngga pake masker trus jerat jerit ekonomi susah, pala lo peyang kalo hanya #PakaiMasker saja kalian masih susah trus mau mikirin ekonomi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Yg disalahin pemerintah, kalo pemerintah ada kurangnya iya, tapi hanya #PakaiMasker saja kalian susah, trus mau pandemi ini cepat selesai itu mimpi kaya Lucinta luna pengen hamil.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo Pakai Masker dan Jaga Jarak .  .  #protokolkesehatan #cucitangan #pakaimasker #jagajarak @divhumaspolri  https://t.co/lngFgL8NB6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo Pakai Masker dan Jaga Jarak .  .  #protokolkesehatan #cucitangan #pakaimasker #jagajarak @DivHumas_Polri  https://t.co/UImgEbLDmX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Disiplin #PakaiMasker untuk mencegah penularan COVID-19 harus masker berfiltrasi baik.   Rekomendasi dari WHO adalah masker kain 3 lapis, hindari masker elastis seperti bahan scuba. via @lawancovid19_id    https://t.co/9oG6pTxNxz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan kasih kendor #ayopakaimasker #adjatwiratma #pakaimasker  https://t.co/tuNF7JX3w4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@SF_Community_ Iya, nih, Min. Sempat baca dulu itu juga pas awal-awal booming. Karena kan bahannya tipis, malah lebih direkomendasikan pakai masker kain yang berlapis. Jaga kesehatan pokoknya Min #PakaiMasker #SmartfrenCommunity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'SF_Community_', 'name': 'Smartfren Community', 'id': '3837778694'}];;;;
"Emak gw lagi penyuluhan #PakaiMasker Ketemu penderita Covid-19 + lagi jalan2.  ""Kenapa nggak pakai masker?""  👦 ""Kan udah kena.""  https://t.co/6njFcnyFMe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Mari saling menjaga goons. Kurangi dulu aktifitas unfaedah diluar leh... 🙏🏻 • • • Kalo dirumah jangan jg cuma tidur terus, sebisa mungkin buat kegiatan yg produktif 😁  #lawancovid19 #pakaimasker #staysafe #vcc  https://t.co/AOewdiX0y1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Agar fungsi masker itu ber- fungsi secara baik , Pakailah masker Dengan Benar. Bukan dibawah dagu dan malah untuk penutup mata. . . . #lifeatApr #proudAPR #PakaiMasker #PatuhiProtokolKesehatan  https://t.co/uhKui8WRUQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo pakai masker yang benar Demi kesehatan kita Demi keluarga tercinta  Repost@satlantasreskediri  #pakaimasker #lawancovid19  https://t.co/NYSPJHQ5js;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
MARI KITA SELALU JALANKAN PROTOKOL KESEHATAN  Pakai Masker Cuci Tangan Hindari memegang area wajah Sediakan selalu hand sanitizer Dan yang terpenting jaga jarak  #COVID19 #PakaiMasker #cucitanganpakaisabun #HandSanitizer #ProtokolKesehatan  https://t.co/zqIKiHzwod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker #PakaiMaskerKitaBisa Mari bersama sama saling menjaga, selalu pakai masker ,Jaga Jarak dan Rajin Cuci Tangan, aku sayang kamu😀😘😘  https://t.co/d6XQJRQtvS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Disiplin #PakaiMasker untuk mencegah penularan COVID-19 harus masker berfiltrasi baik.   Rekomendasi dari WHO adalah masker kain 3 lapis, hindari masker elastis seperti bahan scuba.  #StayFitForLife #WaspadaCOVID19  https://t.co/aFTG5ekyyP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#COVID19 adalah penyakit komunal, cara pencegahan penularannya harus dilakukan secara bersama-sama. Yuk, selalu biasakan #PakaiMasker  #JagaJarak #mencucitangan  #weekend  https://t.co/9URXwVcRHd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Tetap #PakaiMasker mu Tingkatkan imun, jaga sehat, semangat olahraga n #JagaJarak  https://t.co/IUZw5Nedml;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa pakai masker karena covid ga pilih2 kamu jomblo atau tidak #pakaimasker #covid_19  https://t.co/QgxGp3MvLF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa pake masker ya sobatq :) #PakaiMasker  https://t.co/fIIiI7smUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
"Selalu #pakaimasker dan #jagajarak selama beraktivitas terutama saat berada di luar rumah untuk menekan risiko penyebaran #Covid19. Ayo lebih peduli mulai dari sekarang!  ・・・・ RS MATA ""Dr.YAP"" Terdepan, Optimal, Terpercaya 📌 Jl. Cik Di Tiro No. 5…  https://t.co/IrWK8ZwTC3  https://t.co/Nf7O9tFaim";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Entah sebuah keuntungan atau bukan  Tetangga ayas yg satu ini (positif) cenderung pendiem dan jarang bersosialisasi sm tetangga lainnya termasuk nyokap ayas.  Harus lebih hati-hati tetep #PakaiMasker kemanapun kalian keluar rumah, even hanya buang sampah.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Lagi dan lagi kami tak bosan-bosannya mengingatkan kalau Covid-19 belum berakhir. Jadi disiplin protokol kesehatan harus tetap dilakukan. Penggunaan masker adalah salah satu senjata utama kita melawan Covid-19. #PakaiMasker #cucitangan #hindarikerumunan #tebingtinggilawancorona  https://t.co/BkKnhrMENw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #PakaiMasker oke  https://t.co/XqrFWCzXas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan pakai masker scuba RT @TwitterID MADURATNAcanggu Jangan lupa #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pakai masker yang bener ya. Biar cepet kelar ini pandemi Bosan kan? Sama....  #PakaiMasker #JagaJarak  https://t.co/PBXFNeKiQO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masker mu melindungi ku.. masker ku melindungi mu.. Jom pakai masker   #PakaiMasker  #pakaimaskerjagajarak  #pakaimaskeruntuksemua  #pakaimaskerlebihaman  https://t.co/y1nTWrXvHm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kamu boleh gak pake masker, tp di hutan ya......   #ayopakaimasker #PakaiMasker #JagaJarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan Kendor #PakaiMasker  https://t.co/SAAs580uR0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Yuk, gunakan masker dengan benar dan saling menjaga!  #PakaiMasker  #PakaiMaskerJagaJarak  #pakaimaskeruntuksemua  https://t.co/MgcVxCxt36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@Arrof11 Gunakan masker sesuai prokes  #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Arrof11', 'name': 'C4h_Br3b3s', 'id': '1177764367888080896'}];;;;
Selain jaga kesehatan pakai masker juga menunjukan anda peduli dengan orang lain. bahkan jika Anda sendiri tidak khawatir tertular virus itu, pemakaian masker wajah menunjukkan Anda mengkhawatirkan kesehatan orang lain dan meminimalisir pandemi Covid-19.  #pakaimasker  https://t.co/VxLB8rM02y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker yang bener. Jangan bandel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#pakaimasker Viral.. Kisah nyata😢😢😭😭 Menolak lupa Kondisi kota medan pd saat virus corona pertama x msk ke Indonesia,pdhal saat seblm ada virus corona,jam18.21wib jlnan&amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jangan Kasih Kendorrrr...!!!  #masker #pakaimasker #jagajarak  #staysafe  #stayhome  #covid_19  #pemerintahaceh  #acehhebat @ Dinas Pangan Aceh  https://t.co/dSBV8a7v3z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#PakaiMasker itu selain menjaga kita dari debu2 virus juga membuat orang lain di sekitar kita merasa aman. Pakai masker juga bisa hemat lisptik dan make up 😁  https://t.co/xAMLPUSwGC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
jangan lupa untuk selalu #pakaimasker, #menjagajarak dan #hindarikerumunan ya #SobatRevmen!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Trus Disiplin Menuju #indonesiasehat #nkrisehat #covid19jakarta  #pspbjakarta #pakaimasker  #JagaJarak  #cucitangan  https://t.co/egKSinzdWl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kalau pakai masker, masih bisa cium bau nafas / jigong sendiri tandanya belum terinfeksi, karena rasa penciuman blm hilang #COVID19indonesia #pakaimasker  #MauSehatPakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#pakaimasker dan #JagaJarak tetap, namun perhatikan juga maskernya. Jika memang diakali harus sediakan tisu dan lapis kedua #BersatuLawanCovid19  https://t.co/w8MHT00jPq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo #PakaiMasker 👍;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa tetap mengenakan masker, jaga jarak, jangan di kerumunan, dan cuci tangan #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #PakaiMasker agar kita tetap sehat dan terhindar dari virus... Semangat kawan kawan    https://t.co/ViWLfEegcw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@VW_61 Patuhi Inpres #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'VW_61', 'name': 'VW', 'id': '1287996967495143424'}];;;;
Bunda pasti sudah paham bahwa penggunaan masker sangatlah membantu untuk menekan penularan Covid-19.  Tetapi penggunaan masker tidak bisa asal, ya, Bun. Agar masker dapat bekerja maksimal melindungi keluarga Anda, yuk! simak cara menggunakan masker yang benar.  #PakaiMasker  https://t.co/ocR1XDgo7Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Maskermu melindungiku  Maskerku melindungimu   Selalu.... #PakaiMasker  #JagaJarak  #PatuhiProkes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masker wujud disiplin nasional.  #PakaiMasker #BasmiKAMICovidDanHTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Melawan COVID-19 perlu gotong royong. Berjuang bersama, pastikan kita seirama. Lakukan arahan pemerintah sebaik-baiknya.   Disiplin protokol kesehatan sebagai kunci: #PakaiMasker #JagaJarak #CuciTanganPakaiSabun. Teruslah bekerja keras, kesehatan pulih, ekonomi bangkit!  https://t.co/Js1huPlpU7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Manfaat lain #PakaiMasker  mau senyum jadi praktis bgt. Bibir gak perlu dilengkungkan, cukup menyipitkan mata. Coba deh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@Elina_Vay Stay healthy 💪🏻 #pakaimasker  #mencucitangan #jagajarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'Elina_Vay', 'name': '#GustiOraSare', 'id': '3253266487'}];;;;
Stay safe semuanya...stay healthy... #dirumahaja #PakaiMasker #JagaJarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo donk , semua masyarakat #Indonesia , kita patuhi #protokolkesehatan , selalu #pakaimasker kemanapun kita pergi , tetep #jagajarak dan rajin #cucitangan pakai sabun  #IndonesiaBisa #LawanCovid19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Terus waspada. Pakai masker!  #COVID__19 #PakaiMasker   https://t.co/XI0bYJKVhI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#StayHealthy selalu dimanapun berada!  Bertumbuh bersama dengan kebiasaan baru #PakaiMasker dan #CuciTanganKitaBisa  https://t.co/qbEw2AoVNG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Bagaimana dengan negara yg utamakan Pilkada di tengah pandemi ? #TundaPilkadaSerentak #IndonesiaDalamBahaya #PakaiMasker #COVID__19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu patuhi #protokolkesehatan salah satunya selalu #PakaiMasker, kita sebagai masyarakat umum dianjurkan untuk memakai #maskerkain yang 3 lapis  https://t.co/ZURHanvawL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Hai Electrizen, Jaga Jarak efektif melindungi diri dari COVID-19, karena virus penyebab COVID-19 dapat berpindah lewat percikan air dari mulut dan hidung orang yang bicara, batuk, atau bersin  #JagaJarak  #HindariKerumunan #PakaiMasker #BUMNUntukIndonesia #PowerBeyondGenerantions  https://t.co/OhmSS5GsYr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Hari gini berani ga #PakaiMasker  ? Disamperin mpo kunti baru rasa 🤪  https://t.co/wTjoZU4jLw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Saat ini klaster keluarga makin terkuak, kita perlu kian waspada! Seiring pula dengan meningkatnya pula klaster perkantoran dan pilkada, maka kita mesti tingkatkan disiplin protokol kesehatan.   Pastikan selalu #PakaiMasker #JagaJarak #CuciTanganPakaiSabun agar virus tak mengikut  https://t.co/NHdzRGgdgM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #pakaimasker  #bersamamu  @yayisumiyati  https://t.co/V7OQMRMZhF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masker skuba ini fix ya ga boleh dipake? Padahal salah satu masker andalan gue tuh 😭 kalo kalian pake masker kek mana gaes? #PakaiMasker #MutualMilenial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Biar tubuh tetap sehat biasakan olahraga so jangan lupa 5sehat 4sempurna......  Jangan lupa #PakaiMasker #JagaJarak ttap patuh #Prokes Sayangi keluarga.  @Yhonalesta7891  @Bungaku_Seroja  @mienz65  @AnalisaAkang  @KikiHakim4  @heni_nuraeni123 @semanisLambeku  @vincent_ves  https://t.co/4wOfBB24bL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Stay safe, pakai masker! #StaySafe  #PakaiMasker  https://t.co/z2a6nJyvpN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pemerintah serius, siap dan mampu menangani COVID-19 Masyarakat tetap tenang, waspada dan jangan lupa untuk selalu #PakaiMasker jika beraktivitas di luar rumah.  Karena maskerku melindungimu,  maskermu melindungiku. #KCD 1  https://t.co/Emom5p8OAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kompak Napa sih,,,jangan semboyan gotong royong cuman ada di buku pelajaran,, #janganlupaberdoa #staysave #PakaiMasker  #JagaJarak  #rajinmencucitangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Stay safe #PakaiMasker  https://t.co/F765EqP8i9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
stay save, jalankan protokol kesehatan (cuci tangan, #PakaiMasker #JagaJarak hindari kerumunan, kalau gk penting2 banget mending dirumah aja/selain kerja);;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Memakai masker untuk kesehatan diri sendiri aja sulit... gimana anda mau menjaga IBU PERTIWI tetap sehat? #selfreminder #jagakesehatan #patuhiprokes #pakaimasker #covid_19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Padahal suka dengan masker begini #PakaiMasker  https://t.co/bbSot3Irxj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ayo Pakai Masker !! . . . #pakaimasker #masker @atc_stuff @airnavindonesia @indonesian_controller @atcophotos @atc_view @clearoftraffic @readablee  #atc_view #ASF #atc #airtrafficcontroller #safetyfirst #staysafe  https://t.co/siWuI9pG0M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
